iceciCode	Parent(s)	Title	baseExclusion	baseInclusion	relevantEntity
V.5.3.2	V.5.3	context of assault: Argument over possession, use, or cost of drugs			
V.5.3.3	V.5.3	context of assault: Failure to pay a drug debt			
V.5.3.4	V.5.3	context of assault: Probable drug involvement, but no positive evidence			
V.5.3.8	V.5.3	context of assault: Other specified drug-related incident			
V.5.3.9	V.5.3	context of assault: Unspecified drug-related incident			
V.5.4	V.5	Sexual assault			
V.5.4.1	V.5.4	context of assault: Rape, attempted rape			
V.5.4.2	V.5.4	context of assault: Sodomy, attempted sodomy			
V.5.4.3	V.5.4	context of assault: Touching or fondling of genitals			
V.5.4.4	V.5.4	context of assault: Oral sex			
V.5.4.8	V.5.4	context of assault: Other specified sexual assault			
V.5.4.9	V.5.4	context of assault: Unspecified sexual assault			
V.5.5	V.5	Gang-related incident			
V.5.5.1	V.5.5	context of assault: Gang initiation			
V.5.5.2	V.5.5	context of assault: Gang rivalry			
V.5.5.8	V.5.5	context of assault: Other specified gang-related incident			
V.5.5.9	V.5.5	context of assault: Unspecified gang-related incident			
V.5.6	V.5	Other criminal activity			
V.5.6.1	V.5.6	context of assault: Blackmail			
V.5.6.2	V.5.6	context of assault: Kidnapping			
V.5.6.3	V.5.6	context of assault: Contract injuring or killing			
V.5.6.4	V.5.6	context of assault: Drive-by shooting			
V.5.6.8	V.5.6	context of assault: Other specified criminal activity	[V.5.4,V.5.3,V.5.2]		
V.5.6.9	V.5.6	context of assault: Unspecified or suspected criminal activity			
V.5.8	V.5	Other specified context of assault			
V.5.8.1	V.5.8	context of assault: Retaliation/revenge			
V.5.8.2	V.5.8	context of assault: Mercy killing, euthanasia			
V.5.8.3	V.5.8	context of assault: Neglect			
V.5.8.4	V.5.8	context of assault: Torture			
V.5.8.5	V.5.8	context of assault: additional context: Mistaken identity			
V.5.8.8	V.5.8	context of assault: Other specified context of assault			
V.5.9	V.5	context of assault: Unspecified context of assault			
V.6	VIOLENCE_MODULE	TYPE OF LEGAL INTERVENTION			
V.6.1	V.6	Potential arrest situation			
V.6.1.1	V.6.1	type of legal intervention: Potential arrest related traffic pursuit			
V.6.1.2	V.6.1	type of legal intervention: Potential arrest related investigation of a suspicious person or incident			
V.6.1.3	V.6.1	type of legal intervention: Potential arrest related execution of an arrest			
V.6.1.8	V.6.1	type of legal intervention: Other specified arrest situation			
V.6.1.9	V.6.1	type of legal intervention: Unspecified arrest situation			
V.6.2	V.6	Response to a disturbance call			
V.6.2.1	V.6.2	type of legal intervention: Response to a disturbance call because of a family dispute			
V.6.2.2	V.6.2	type of legal intervention: Response to a disturbance call because of a person behaving aberrantly			
V.6.2.8	V.6.2	type of legal intervention: Response to other specified disturbance call			
V.6.2.9	V.6.2	type of legal intervention: Response to unspecified disturbance call			
V.6.3	V.6	type of legal intervention: Ambush situation			
V.6.4	V.6	type of legal intervention: Civil disorder			
V.6.5	V.6	type of legal intervention: Handling, transporting, custody of prisoner(s)			
V.6.6	V.6	type of legal intervention: Execution of a legal sentence			
V.6.8	V.6	type of legal intervention: Other specified type of legal intervention			
V.6.9	V.6	type of legal intervention: Unspecified type of legal intervention			
V.7	VIOLENCE_MODULE	TYPE OF CONFLICT			
V.7.1	V.7	type of conflict: Civil war/guerrilla operation			
V.7.2	V.7	type of conflict: War			
V.7.3	V.7	type of conflict: Declared terrorism			
V.7.4	V.7	type of conflict: Civil insurrection			
V.7.5	V.7	type of conflict: Post-conflict incident			
V.7.8	V.7	type of conflict: Other specified type of conflict			
V.7.9	V.7	type of conflict: Unspecified type of conflict			
