ORPHA|ORPHANAME|CONCEPTID|TITLE|SHORT DEFINITION
912|Zellweger syndrome|http://who.int/icd#5181_6bc3f235_b24a_493e_a8a3_60cb9fb52dbd|Zellweger syndrome|"Zellweger syndrome is a rare peroxisomal metabolic-dysplasia disorder characterized by dysmorphic craniofacial features, profound hypotonia, seizures, and liver and renal dysfunction. "
913|Zollinger-Ellison syndrome|http://who.int/icd#8910_6bc3f235_b24a_493e_a8a3_60cb9fb52dbd|Zollinger-Ellison syndrome|Zollinger-Ellison syndrome is characterized by severe peptic disease (ulcers/esophageal disease) caused by hypergastrinemia secondary to a gastrinoma resulting in increased gastric acid secretion. 
915|Aarskog-Scott syndrome|http://who.int/icd#12331_b047675b_e7d6_403d_8ca9_f59ab5570ff4|Aarskog-Scott syndrome|"Aarskog syndrome or facio-digito-genital dysplasia is a rare X-linked condition associated with typical facial (widow's peak, hypertelorism, upturned nose and curved linear groove below lower lip) and digital features (swan neck deformity of fingers due to hyperextension of proximal interphalangeal joints and flexion at distal interphalangeal joints) and shawl scrotum. "
918|ABCD syndrome|http://who.int/icd#11517_b047675b_e7d6_403d_8ca9_f59ab5570ff4|Albinism - black lock - cell migration disorder of the neurocytes of the gut - sensorineural deafness|"ABCD syndrome is the acronym for Albinism, Black lock, Cell migration disorder of the neurocytes of the gut and sensorineural Deafness. Albinism can be complete (absence of black lock and retinal pigmentation). Hirschsprung disease is severe, involving the colon and the small intestine and causing death within a few days after birth. "
920|Ablepharon macrostomia syndrome|http://who.int/icd#7469_b047675b_e7d6_403d_8ca9_f59ab5570ff4|Ablepharon-macrostomia syndrome|"Ablepharon macrostomia syndrome is characterised by the association of facial (absent eyelids, eyebrows and eyelashes, low nasal bridge, rudimentary external ears, hypoplastic and anteverted nostrils, absence of the zygomatic arches, as well as fusion defects of the mouth resulting in an enlarged, fish-like mouth), genital (ambiguous genitalia), and cutaneous features (coarse and dry skin, with redundant folds), and delayed language development.  "
927|Hyperammonemia due to N-acetylglutamate synthetase deficiency|http://who.int/icd#2002_6bc3f235_b24a_493e_a8a3_60cb9fb52dbd|Hyperammonaemia due to N-acetylglutamate synthetase deficiency|"N-acetylglutamate synthase (NAGS) deficiency is a urea cycle disorder leading to hyperammonaemia with variable clinical manifestations including vomiting, hyperactivity or lethargy, diarrhoea, poor feeding, seizures, hypotonia, delayed psychomotor development and respiratory distress. The hyperammonaemia is often severe and may lead to hyperammonaemic coma. "
930|Idiopathic achalasia|http://who.int/icd#2750_07368d94_d861_421b_b2a0_264c49b96108|Primary achalasia|"Idiopathic achalasia is a primary esophageal motor disorder characterised by esophageal aperistalsis and an absence of lower esophageal sphincter (LES) relaxation in response to deglutition. It is characterized predominantly by dysphagia to solids and liquids, bland regurgitation, and chest pain. "
931|Acheiropodia|http://who.int/icd#3377_b047675b_e7d6_403d_8ca9_f59ab5570ff4|Acheiropodia|"Acheiropodia is a very rare condition characterized by bilateral congenital amputations of the hands and feet. The specific malformative phenotype consists of a complete amputation of the distal epiphysis of the humerus, amputation of the tibial diaphysis, and aplasia of the radius, ulna, fibula, and of all the bones of the hands and feet. "
932|Achondrogenesis|http://who.int/icd#Q77.0|Achondrogenesis|"Achondrogenesis is a lethal disorder characterized by deficient endochondral ossification which clinical manifestations include dwarfism with short limbs, short trunk, prominent abdomen, macrocephaly, and anasarca. Radiological features are characteristic, with virtual absence of ossification of the vertebral column, sacrum and pelvic bones. There are 3 types of achondrogenesis that can be differentiated clinically, radiologically and histologically, and called IA, IB and II."
943|Malonic aciduria|http://who.int/icd#1133_6bc3f235_b24a_493e_a8a3_60cb9fb52dbd|Malonic aciduria|"Malonic aciduria is an organic aciduria caused by deficiency of malonyl-CoA decarboxylase (MCD) that usually presents in early childhood with variable manifestations including developmental delay, hypotonia, seizures, hypoglycaemia, metabolic acidosis, cardiomyopathy and diarrhoea."
945|Acalvaria|http://who.int/icd#748_b047675b_e7d6_403d_8ca9_f59ab5570ff4|Acalvaria|"Acalvaria is a rare malformation defined as missing scalp and flat bones over an area of the cranial vault. The size of the affected area is variable. In rare cases, acalvaria involves the whole of the dome-like superior portion of the cranium comprising the frontal, parietal, and occipital bones. Dura mater and associated muscles are absent in the affected area but the central nervous system is usually unaffected, although neuropathological abnormalities are often present (holoprosencephaly or gyration anomalies). Skull base and facial bones are normal. "
950|Acrodysostosis|http://who.int/icd#7304_b047675b_e7d6_403d_8ca9_f59ab5570ff4|Acrodysostosis|"Acrodysostosis is an extremely rare skeletal disorder characterized by abnormally short and malformed bones of the hands and feet (peripheral dysostosis), nasal hypoplasia and mental retardation. "
952|"Acrofacial dysostosis, Weyers type"|http://who.int/icd#7788_b047675b_e7d6_403d_8ca9_f59ab5570ff4|"Acrofacial dysostosis, Weyers type"|"Acrofacial dysostosis, Weyers type is a type of acrofacial dysostoses, a heterogenous group of disorders combining defects of limbs and mandibular/facial development. Acrofacial dysostosis Weyers type is a rare autosomal dominant condition of mild phenotype. Dental anomalies, nail dystrophy, postaxial polydactyly, and mild short stature are associated to a normal intelligence."
955|Acroosteolysis dominant type|http://who.int/icd#18898_b047675b_e7d6_403d_8ca9_f59ab5570ff4|"Acroosteolysis, dominant type [Hajdu-Cheney syndrome]"|"Acroosteolysis dominant type, or Hajdu-Cheney syndrome is a very rare disorder characterized by short stature, progressively disappearing distal phalanges and crowded carpal bones. Failure of ossification of cranial sutures can be seen, with thickened cranial vault, absent frontal sinus, elongated sella turcica, and progressive basilar impression."
956|Acro-pectoro-renal field defect|http://who.int/icd#8404_b047675b_e7d6_403d_8ca9_f59ab5570ff4|Acropectorovertebral dysplasia|"Acro-pectoro-renal field defect is an association of a genito-urinary anomaly with Poland anomaly. Poland anomaly is characterized by congenital absence of the pectoralis major muscle with ipsilateral digital and shoulder girdle anomalies. Genito-urinary anomalies may include renal agenesis, renal hypoplasia, duplication of the collecting system, ureterocele, ureteral reflux, hypospadias, undescended testicles or ureteopelvic junction obstruction."
957|Acropectorovertebral dysplasia|http://who.int/icd#8404_b047675b_e7d6_403d_8ca9_f59ab5570ff4|Acropectorovertebral dysplasia|"Acropectorovertebral dysplasia is a skeletal dysplasia characterized by fusion of the carpal and tarsal bones, with complex anomalies of the fingers and toes (preaxial polydactyly of the hands and/or feet, syndactyly of fingers and toes, hypoplasia and dysgenesis of metatarsal bones). "
958|Acro-renal-mandibular syndrome|http://who.int/icd#7843_b047675b_e7d6_403d_8ca9_f59ab5570ff4|Acro-renal-mandibular syndrome|"Acro-renal-mandibular syndrome is characterized by the combination of unusual limb deficiencies (split feet or/and hands), renal anomalies (polycystic kidneys, renal agenesis, etc.), mandibular hypoplasia and uterine anomalies in females. "
968|"Acromesomelic dysplasia, Hunter-Thomson type"|http://who.int/icd#9680_b047675b_e7d6_403d_8ca9_f59ab5570ff4|"Acromesomelic dysplasia, Hunter-Thomson type"|"Acromesomelic dysplasia Hunter-Thompson type is a very rare autosomal recessive disorder belonging to the group of acromesomelic dysplasias, and is clinically characterized by severe dwarfism with abnormalities limited to the limbs with the middle and distal segments being the most affected, and the lower limbs are more affected than the upper limbs."
969|Acromicric dysplasia|http://who.int/icd#9581_b047675b_e7d6_403d_8ca9_f59ab5570ff4|Acromicric dysplasia|"Acromicric dysplasia is a rare bone dysplasia characterized by short stature, short hands and feet, mild facial dysmorphism, and characteristic X-ray abnormalities of the hands."
970|Hereditary sensory and autonomic neuropathy type II|http://who.int/icd#10200_dd0250d2_e8cd_4c48_a93f_7997cc1c8b07|Hereditary sensory and autonomic neuropathy type 2|"Hereditary sensory and autonomic neuropathy, type 2 (HSAN2) is an inherited disorder characterized by profound and universal sensory loss involving large and small fiber nerves, and marked hypotonia. "
971|Acrorenal syndrome|http://who.int/icd#11660_b047675b_e7d6_403d_8ca9_f59ab5570ff4|Acrorenal syndrome|The acro-renal syndrome is defined by the association of limb deficiency (ectrodactyly in most of the cases) and renal anomalies (uni- or bilateral renal agenesis or hypoplasia).
974|Adams-Oliver syndrome|http://who.int/icd#8239_b047675b_e7d6_403d_8ca9_f59ab5570ff4|Adams-Oliver syndrome|"Adams-Oliver Syndromeis a rare disorder characterized by the combination of congenital limb abnormalities and scalp defects, often accompanied by skull ossification defects. Aplasia cutis congenita, transverse limb defects and cutis marmorata telangiectica are characteristic of this condition."
976|"2,8 dihydroxyadenine urolithiasis"|http://who.int/icd#3619_6bc3f235_b24a_493e_a8a3_60cb9fb52dbd|Adenine phosphoribosyltransferase deficiency|"Adenine phosphoribosyltransferase (APRT) deficiency is a rare autosomal recessive disorder characterized by the formation and hyperexcretion of 2,8-dihydroxyadenine (2,8-DHA) into urine, causing urolithiasis and crystalline nephropathy."
978|ADULT syndrome|http://who.int/icd#540_712a6f06_71f2_48d0_919c_2b3cb8b7172d|ADULT syndrome|"The ADULT (acro-dermato-ungual-lacrimal-tooth) syndrome is characterised by ectrodactyly, excessive freckling, onychodysplasia, obstruction of lacrimal ducts and hypodontia and/or early loss of permanent teeth. "
981|Internal carotid agenesis|http://who.int/icd#10890_07368d94_d861_421b_b2a0_264c49b96108|Internal carotid agenesis|Internal carotid artery agenesis (uni or bilateral) is a developmental defect dfined as the congenital absence of one or both internal carotid arteries that may be asymptomatic or lead to cerebrovascular lesions.
989|Hypoglossia - hypodactyly|http://who.int/icd#7535_b047675b_e7d6_403d_8ca9_f59ab5570ff4|Hypoglossia - hypodactyly|"Aglossia adactylia is defined by the association of aglossia (absence of tongue), adactylia (absence of fingers or toes) and limb, craniofacial and other less frequent malformations."
994|Fetal akinesia deformation sequence|http://who.int/icd#12826_b047675b_e7d6_403d_8ca9_f59ab5570ff4|Fetal akinesia sequence|"The fetal akinesia/hypokinesia sequence (or Pena-Shokeir syndrome type I) is an etiologically heterogeneous syndrome characterized by multiple joint contractures, facial anomalies and pulmonary hypoplasia resulting from decreased foetal activity."
